"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]"
1059,5,4039.66761,2875.57981,111.57053,1684.45053,0,3.16228
1060,5,4099.22007,3082.11089,114.03051,2296.14202,0,3.16228
1061,5,4048.19206,4411.73771,112.98472,2162.553,0,3.16228
1062,5,4029.58696,4995.65026,106.73848,2649.75552,0,3.16228
1063,5,4042.4395,5511.36819,109.63431,1964.01057,0,3.16228
1064,5,4132.75099,2141.41009,107.38946,2577.58052,0,3.16228
1065,5,4161.64141,3126.14494,109.29319,1218.01331,0,3.16228
1066,5,4180.58712,5700.2121,110.6392,2081.91465,0,3.16228
1067,5,4245.22033,2405.05068,107.01885,1907.41264,0,3.16228
1068,5,4262.98969,4052.59416,108.61006,1962.06789,0,3.16228
1069,5,4230.45252,4752.56434,106.66686,1107.25892,0,3.16228
1070,5,4272.99557,4736.14732,106.18603,1633.47362,0,3.16228
1071,5,4231.98009,6062.81719,108.40393,2169.02555,0,3.16228
1072,5,4323.54643,1121.16687,108.85425,1749.71897,0,3.16228
1073,5,4381.29051,4755.61266,110.3204,1350.80659,0,3.16228
1074,5,4393.98616,5179.45037,109.88188,2234.76052,0,3.16228
1075,5,4345.31309,6071.99667,108.88492,1682.04521,0,3.16228
1076,5,4436.64766,719.17371,111.42321,1609.12913,0,3.16228
1077,5,4471.57553,1578.22224,107.20733,1161.24164,0,3.16228
1078,5,4478.98365,4519.37196,113.03155,1711.3907,0,3.16228
1079,5,4472.25592,5269.56063,106.53086,2670.16379,0,3.16228
1080,5,4411.60301,5501.64917,114.60805,2885.73929,0,3.16228
1081,5,4570.22213,1227.22555,114.03179,1765.38961,0,3.16228
1082,5,4588.40498,1352.3079,110.88775,2979.84883,0,3.16228
1083,5,4534.26716,1726.36933,106.96168,1795.28893,0,3.16228
1084,5,4543.36711,5399.95753,107.14167,1421.66477,0,3.16228
1085,5,4522.37519,5339.43953,107.26891,1487.37558,0,3.16228
1086,5,4622.57266,4499.97877,108.04928,2116.96605,0,3.16228
1087,5,4723.46904,1672.65376,109.55766,2996.02094,0,3.16228
1088,5,4790.25406,2347.11485,113.70442,1548.38229,0,3.16228
1089,5,4701.29922,5451.87483,113.38421,1085.99093,0,3.16228
1090,5,4794.86408,5988.29513,113.7267,2977.60266,0,3.16228
1091,5,4837.06617,182.61463,109.94652,2621.7507,0,3.16228
1092,5,4875.66447,1291.92873,108.84288,2076.73813,0,3.16228
1093,5,4818.47488,2039.55779,108.72714,2501.61402,0,3.16228
1094,5,4874.76922,4146.24464,113.27049,1956.95553,0,3.16228
1095,5,4920.89839,1648.01028,112.04494,1363.86732,0,3.16228
1096,5,4996.34614,1760.82612,107.33932,2085.21633,0,3.16228
1097,5,4984.2661,4681.29175,112.28884,1770.56386,0,3.16228
1098,5,4998.68623,5268.33916,109.27756,1695.80951,0,3.16228
1099,5,4936.28327,5359.8087,112.91827,2520.13448,0,3.16228
1100,5,5075.38594,699.41806,112.23596,2847.99387,0,3.16228
1101,5,5010.61601,1581.38722,113.7579,1049.84916,0,3.16228
1102,5,5020.79978,2123.20495,108.46848,2635.66085,0,3.16228
1103,5,5000.54254,2327.2328,112.28663,1625.79098,0,3.16228
1104,5,5082.13875,4181.88509,106.46385,1295.96642,0,3.16228
1105,5,5150.85086,1517.31738,112.38335,1199.34358,0,3.16228
1106,5,5198.23555,3298.12039,107.02858,2429.45458,0,3.16228
1107,5,5170.43637,6103.02734,111.23594,1079.95873,0,3.16228
1108,5,5291.03828,876.4404,106.28927,1770.69906,0,3.16228
1109,5,5382.95553,842.82878,108.81678,1034.88128,0,3.16228
1110,5,5360.43968,1445.19616,113.03691,2187.55228,0,3.16228
1111,5,5361.49414,2247.45696,111.14584,2172.87228,0,3.16228
1112,5,5362.19217,3836.50594,106.27088,2075.27246,0,3.16228
1113,5,5340.48857,3828.28624,110.27755,1477.48704,0,3.16228
1114,5,5464.15351,6237.67142,108.99785,1054.82508,0,3.16228
1115,5,5575.29193,2278.29158,113.12727,1785.78186,0,3.16228
1116,5,5516.44526,3892.00224,107.27042,2129.99433,0,3.16228
1117,5,5651.97245,1463.82123,114.17733,1151.1991,0,3.16228
1118,5,5636.46946,2388.58096,113.26801,2742.87977,0,3.16228
1119,5,5720.63327,566.83395,109.51698,1054.15284,0,3.16228
1120,5,5711.95612,4796.99062,110.27388,1301.74242,0,3.16228
1121,5,5801.56943,629.70972,114.44284,1693.36964,0,3.16228
1122,5,5818.29497,1908.06397,110.39999,2498.92481,0,3.16228
1123,5,5858.35802,2682.72362,112.02859,2132.38066,0,3.16228
1124,5,5873.57659,3129.13157,111.46361,2279.67021,0,3.16228
1125,5,5826.36048,5841.51078,109.3152,1739.57449,0,3.16228
1126,5,5973.3718,2560.18749,108.46632,2826.05708,0,3.16228
1127,5,5926.31889,4957.41085,108.9245,1742.41834,0,3.16228
1128,5,6038.31122,207.79113,114.64305,1495.12273,0,3.16228
1129,5,6080.07512,982.30463,109.8866,1149.56528,0,3.16228
1130,5,6074.83901,5854.97587,110.834,1890.15144,0,3.16228
1131,5,6009.34264,5879.87241,112.35522,1018.64043,0,3.16228
1132,5,6008.27005,6273.89616,108.61051,1516.02312,0,3.16228
1133,5,6190.98475,2814.73221,106.72134,2818.19565,0,3.16228
1134,5,6156.62179,4611.7771,111.04876,2361.88645,0,3.16228
1135,5,6291.54615,618.36196,113.67922,2503.43676,0,3.16228
1136,5,6298.93508,3661.95449,108.93192,2584.59189,0,3.16228
1137,5,6327.16553,2208.39363,111.45632,2283.02946,0,3.16228
1138,5,6362.45107,3204.20952,108.46413,1119.28578,0,3.16228
1139,6,96.52695,2778.59475,108.37306,2401.38838,0,3.16228
1140,6,47.34627,3498.82962,113.79418,1725.11934,0,3.16228
1141,6,4.25312,3516.77452,112.52119,1978.74451,0,3.16228
1142,6,58.1804,3868.70917,106.95105,1284.95235,0,3.16228
1143,6,70.40326,5415.08819,114.07609,2542.35356,0,3.16228
1144,6,105.58896,2451.71711,108.38555,1034.32697,0,3.16228
1145,6,174.33298,2762.81461,113.33647,2943.23865,0,3.16228
1146,6,103.24396,4378.66001,114.05995,1354.05802,0,3.16228
1147,6,271.79288,385.42219,111.9022,1487.6239,0,3.16228
1148,6,282.85724,582.79206,108.10696,1458.63164,0,3.16228
1149,6,228.80348,2334.27544,111.05872,2871.13545,0,3.16228
1150,6,214.90459,3562.39714,107.49971,1663.47266,0,3.16228
1151,6,246.12289,4770.42074,112.73396,1292.01568,0,3.16228
1152,6,283.61109,5504.63064,114.33695,1998.28109,0,3.16228
1153,6,201.07819,5868.22927,109.27546,2488.45896,0,3.16228
1154,6,376.68973,28.06631,111.88118,2359.09981,0,3.16228
1155,6,370.17792,2339.34841,114.11151,1842.04665,0,3.16228
1156,6,333.77134,5223.91002,111.06746,2129.92854,0,3.16228
1157,6,318.4578,5801.15174,108.29593,1485.81551,0,3.16228
1158,6,416.61555,549.30858,110.44534,1314.78302,0,3.16228
1159,6,442.14769,889.82274,113.89942,2136.16933,0,3.16228
1160,6,449.57127,2124.91248,109.03243,2547.39696,0,3.16228
1161,6,484.82355,2341.87233,111.87385,1018.08317,0,3.16228
1162,6,406.51073,4401.32057,106.68958,1337.92654,0,3.16228
1163,6,495.54968,4818.76444,110.38723,2836.12161,0,3.16228
1164,6,484.54921,5523.46855,113.8711,2416.14331,0,3.16228
1165,6,490.08782,5668.52284,108.33122,1137.11238,0,3.16228
1166,6,534.42612,548.18276,114.21511,1001.12548,0,3.16228
1167,6,581.98587,3905.82476,111.2597,2861.31983,0,3.16228
1168,6,651.70359,2424.65054,109.25056,2111.58356,0,3.16228
1169,6,667.44206,2533.5228,106.23556,2224.32213,0,3.16228
1170,6,686.20908,4389.68966,112.02277,1716.38782,0,3.16228
1171,6,632.41153,4570.53781,111.39736,2032.02002,0,3.16228
1172,6,655.59097,4812.28964,109.98487,2021.6538,0,3.16228
1173,6,633.2642,5519.45557,114.29567,1115.19569,0,3.16228
1174,6,756.42558,1216.54337,112.7094,2073.05846,0,3.16228
1175,6,731.53215,4591.66055,109.50261,2595.04562,0,3.16228
1176,6,885.36242,43.15955,111.85508,1598.43867,0,3.16228
1177,6,808.33886,614.1103,110.26721,2528.8134,0,3.16228
1178,6,866.261,3345.58652,111.60279,1596.517,0,3.16228
1179,6,874.67312,5423.35849,110.03754,2322.76703,0,3.16228
1180,6,985.47817,39.58962,112.03178,2163.46495,0,3.16228
1181,6,904.36732,337.80964,108.74817,1545.81537,0,3.16228
1182,6,957.95741,1082.22532,113.10983,2726.85487,0,3.16228
1183,6,962.19624,2980.46353,107.70969,1260.64619,0,3.16228
1184,6,926.34301,4297.48492,114.13805,2276.90968,0,3.16228
1185,6,913.64016,5361.37486,112.96522,1177.46006,0,3.16228
1186,6,1011.80851,2449.50174,112.32838,1249.12041,0,3.16228
1187,6,1015.77198,5360.98983,109.79231,2068.64692,0,3.16228
1188,6,1143.28483,625.6489,108.87038,1590.26473,0,3.16228
1189,6,1110.88645,2749.61029,110.63273,2407.79573,0,3.16228
1190,6,1185.20525,3031.35546,108.88504,1299.58261,0,3.16228
1191,6,1195.64442,4689.26015,107.68582,1043.87889,0,3.16228
1192,6,1125.52069,4839.8577,111.0084,2713.84063,0,3.16228
1193,6,1160.64689,5101.37182,112.33763,2745.95729,0,3.16228
1194,6,1226.84315,3466.08061,112.52591,1659.99786,0,3.16228
1195,6,1262.95313,3522.19656,111.15453,2942.85582,0,3.16228
1196,6,1271.01175,4821.82978,108.06065,2244.77487,0,3.16228
1197,6,1373.73022,1661.45366,113.52392,1120.16885,0,3.16228
1198,6,1385.81338,1779.99554,114.14351,1844.82319,0,3.16228
1199,6,1380.56336,2196.51885,107.77336,1612.54107,0,3.16228
1200,6,1374.11341,2437.20807,112.98592,1578.6492,0,3.16228
1201,6,1332.92868,3539.50799,113.33411,1617.005,0,3.16228
1202,6,1313.12436,4634.40245,112.71838,1544.00546,0,3.16228
1203,6,1327.54363,5339.47263,111.02461,2252.93593,0,3.16228
1204,6,1374.51168,5784.05488,107.95995,2315.25579,0,3.16228
1205,6,1447.54018,1247.36684,113.27273,2861.85795,0,3.16228
1206,6,1427.83582,1232.57205,107.98718,1285.74498,0,3.16228
1207,6,1470.23381,2547.34413,109.3224,2875.64545,0,3.16228
1208,6,1419.9447,5253.82618,113.09057,1508.2109,0,3.16228
1209,6,1458.68714,6102.34449,109.29113,1522.21807,0,3.16228
1210,6,1581.40327,74.49136,108.20495,2482.7031,0,3.16228
1211,6,1573.04483,121.42252,113.06882,1589.07397,0,3.16228
1212,6,1518.08117,4290.06852,106.84524,2728.16841,0,3.16228
1213,6,1512.88901,4438.5638,112.63782,1950.67895,0,3.16228
1214,6,1514.80938,5472.69935,111.13475,2126.60712,0,3.16228
1215,6,1666.41134,2514.04879,113.92396,1588.20345,0,3.16228
1216,6,1610.00731,3600.77979,108.20956,1013.88783,0,3.16228
1217,6,1690.17579,3633.27502,110.9587,1284.01495,0,3.16228
1218,6,1657.64954,4960.28917,114.01093,1255.1162,0,3.16228
1219,6,1689.55371,5044.98651,110.32816,2632.28302,0,3.16228
1220,6,1659.98781,5655.65024,112.41766,1394.58531,0,3.16228
1221,6,1725.36895,1053.94604,107.06162,2426.67964,0,3.16228
1222,6,1743.65296,3954.93188,109.06764,1623.4905,0,3.16228
1223,6,1755.54034,5544.60343,110.14211,2711.75535,0,3.16228
1224,6,1744.69842,6267.81019,112.77318,2339.25238,0,3.16228
1225,6,1874.95597,982.44834,110.99158,1989.9906,0,3.16228
1226,6,1800.01909,1079.13078,113.6278,2658.16881,0,3.16228
1227,6,1817.25106,1129.65838,107.11468,2656.58118,0,3.16228
1228,6,1895.18477,1121.60791,108.50036,2025.66511,0,3.16228
1229,6,1818.52996,5699.62445,109.43843,2981.37594,0,3.16228
1230,6,1870.47468,6108.5883,108.76667,1435.41662,0,3.16228
1231,6,1956.46513,1266.77889,111.49605,1108.50398,0,3.16228
1232,6,1967.57763,2865.01737,113.87167,1396.01815,0,3.16228
1233,6,2000.45072,3035.783,107.62342,1025.45426,0,3.16228
1234,6,2009.02814,3364.6722,111.89545,2216.65845,0,3.16228
1235,6,2082.80608,5845.53948,110.45411,2120.21138,0,3.16228
1236,6,2106.38763,2308.64544,109.57905,2178.29924,0,3.16228
1237,6,2187.12815,4535.28484,106.32398,1460.48042,0,3.16228
1238,6,2193.83943,6321.26102,108.85637,1534.0667,0,3.16228
1239,6,2281.08235,2479.41407,106.74912,1657.88571,0,3.16228
1240,6,2356.68312,1650.8015,110.31243,2554.95237,0,3.16228
1241,6,2337.63757,2215.51077,107.45261,1308.18423,0,3.16228
1242,6,2308.72981,2916.57928,110.32669,1561.61238,0,3.16228
1243,6,2371.16068,3477.74151,110.98505,1717.65521,0,3.16228
1244,6,2411.13133,1242.80105,108.65527,1207.68366,0,3.16228
1245,6,2419.00951,2176.56644,112.3582,1628.12078,0,3.16228
1246,6,2406.25692,4878.34209,111.64792,2243.68144,0,3.16228
1247,6,2485.00048,5616.17848,109.25527,1704.30117,0,3.16228
1248,6,2576.56865,278.6976,114.02464,2609.70218,0,3.16228
1249,6,2570.0379,1549.96816,107.95875,2874.00542,0,3.16228
1250,6,2585.38572,3587.99493,113.82526,1944.28302,0,3.16228
1251,6,2591.06792,4796.12821,110.91416,2437.4977,0,3.16228
1252,6,2679.47924,653.90848,107.39897,2216.65813,0,3.16228
1253,6,2658.96205,3383.48462,110.89248,2310.93623,0,3.16228
1254,6,2633.84752,3744.89626,106.95224,1149.29683,0,3.16228
1255,6,2634.87871,5015.51109,110.46017,1918.75458,0,3.16228
1256,6,2769.7833,3783.47496,112.88783,2229.94069,0,3.16228
1257,6,2792.99772,4170.96758,110.12682,2089.79946,0,3.16228
1258,6,2737.59715,4983.08196,108.05207,1853.84429,0,3.16228
1259,6,2725.30018,5631.52599,112.67847,2852.14708,0,3.16228
1260,6,2733.53506,5819.47633,110.86627,1719.44224,0,3.16228
1261,6,2713.5385,5881.9443,110.28274,1751.32806,0,3.16228
1262,6,2820.26326,160.52248,109.65657,2452.74335,0,3.16228
1263,6,2868.73042,5231.63106,110.93313,1631.89098,0,3.16228
1264,6,2890.35417,6375.37897,109.5421,1420.65178,0,3.16228
1265,6,2944.10241,572.20829,106.55849,1234.89227,0,3.16228
1266,6,2957.0644,2200.12608,108.34881,1310.41753,0,3.16228
1267,6,2930.34719,4337.20261,108.68903,2221.69927,0,3.16228
1268,6,2996.23899,5010.65431,108.67665,2390.25835,0,3.16228
1269,6,3097.86662,1520.66319,106.53524,2072.80157,0,3.16228
1270,6,3115.89465,256.71124,110.44734,1023.62666,0,3.16228
1271,6,3211.25462,947.21167,111.68735,2770.49759,0,3.16228
1272,6,3268.66397,5700.46432,111.22052,1170.7191,0,3.16228
1273,6,3210.98818,5893.54038,112.8934,2148.2414,0,3.16228
1274,6,3316.09621,1160.6854,112.90694,1344.6728,0,3.16228
1275,6,3361.2908,3133.50106,107.83278,1745.1402,0,3.16228
1276,6,3324.92439,3966.66789,106.94253,2367.4589,0,3.16228
1277,6,3310.69255,4297.2779,111.5437,1934.91227,0,3.16228
1278,6,3378.93234,5241.26048,112.36716,1676.12105,0,3.16228
1279,6,3340.64319,5642.52772,113.53479,1123.62553,0,3.16228
1280,6,3412.9748,601.90805,107.73239,1488.93892,0,3.16228
1281,6,3441.8413,2795.93099,112.07468,1227.71742,0,3.16228
1282,6,3409.94392,3232.92336,111.45244,1723.44059,0,3.16228
1283,6,3452.79899,5119.24779,109.93893,1423.73572,0,3.16228
1284,6,3561.84613,1961.59779,109.82884,2455.40473,0,3.16228
1285,6,3538.57582,2958.6368,107.87967,2717.95867,0,3.16228
1286,6,3539.26101,3223.21027,106.37852,1975.56502,0,3.16228
1287,6,3592.78329,3488.86746,106.53876,2259.53138,0,3.16228
1288,6,3665.85904,2343.91302,109.3733,2425.59778,0,3.16228
1289,6,3647.66836,5311.89901,107.97129,2697.6917,0,3.16228
1290,6,3775.29417,458.49841,112.63404,1586.04803,0,3.16228
1291,6,3762.87853,1383.86664,111.66682,1743.94051,0,3.16228
1292,6,3798.44862,3436.88467,109.07581,1523.98741,0,3.16228
1293,6,3712.88158,5643.45067,107.44876,1532.78737,0,3.16228
1294,6,3845.74515,4433.94373,109.98566,2638.29805,0,3.16228
1295,6,3832.29127,4559.75103,113.43145,1513.38813,0,3.16228
1296,6,3961.86548,372.41288,109.65733,2266.38057,0,3.16228
1297,6,3990.06619,3231.40399,106.81508,2369.95298,0,3.16228
1298,6,3969.13547,3995.37629,114.06775,2980.95379,0,3.16228
1299,6,4088.35771,296.96953,109.53459,1645.56219,0,3.16228
1300,6,4079.44757,906.80128,106.73127,1533.83488,0,3.16228
1301,6,4019.51082,3618.27951,108.35468,1054.98623,0,3.16228
1302,6,4024.29187,5277.99457,109.89348,2676.17018,0,3.16228
1303,6,4060.33862,6168.94686,114.32115,2355.38531,0,3.16228
1304,6,4118.48401,599.93895,107.67241,2309.71712,0,3.16228
1305,6,4186.23293,1160.63123,112.89567,1654.06871,0,3.16228
1306,6,4145.71611,3308.06355,106.96517,1789.21937,0,3.16228
1307,6,4136.32438,5533.74575,109.72029,2749.68729,0,3.16228
1308,6,4210.90236,2328.8924,112.64787,1368.59373,0,3.16228
1309,6,4289.84008,3026.32946,111.8391,1995.9211,0,3.16228
1310,6,4332.3896,1819.04881,109.13563,1362.69887,0,3.16228
1311,6,4498.34818,4660.7984,112.76015,1702.40408,0,3.16228
1312,6,4518.7813,595.07897,109.25371,1604.60145,0,3.16228
1313,6,4533.98479,1774.81387,113.08353,2387.42081,0,3.16228
1314,6,4511.90743,2075.37584,109.5407,1063.07907,0,3.16228
1315,6,4547.48343,3517.964,113.86727,1296.65596,0,3.16228
1316,6,4560.50339,4686.44571,108.37523,2342.99774,0,3.16228
1317,6,4560.67749,5778.93684,108.23408,2405.83012,0,3.16228
1318,6,4667.13628,2768.23971,106.99574,2395.13758,0,3.16228
1319,6,4691.51781,3583.77912,108.23624,2165.17247,0,3.16228
1320,6,4646.37,5698.26211,111.70295,1808.50753,0,3.16228
1321,6,4631.94511,5714.95214,112.51308,2241.1137,0,3.16228
1322,6,4631.55431,5724.21126,109.76204,1722.14438,0,3.16228
1323,6,4728.45173,566.13574,109.47152,2791.38337,0,3.16228
1324,6,4758.38179,1445.80644,107.47679,1383.682,0,3.16228
1325,6,4733.30561,4559.86378,108.98886,2677.31029,0,3.16228
1326,6,4726.3034,6131.19504,114.14317,1129.00165,0,3.16228
1327,6,4890.03699,2550.81171,114.07086,1341.71219,0,3.16228
1328,6,4812.17951,3445.75904,113.10501,1361.6966,0,3.16228
1329,6,4803.8536,4792.84049,107.00825,2226.7162,0,3.16228
1330,6,4872.30862,5700.7516,110.50698,2169.12577,0,3.16228
1331,6,4990.58942,381.42972,106.95118,2017.62093,0,3.16228
1332,6,4933.19117,4157.02458,109.8953,1607.21106,0,3.16228
1333,6,5056.49439,1559.15096,109.31791,2725.13118,0,3.16228
1334,6,5159.24398,2798.31551,106.61034,1510.09985,0,3.16228
1335,6,5292.51695,1948.15931,106.16824,1439.67198,0,3.16228
1336,6,5255.8085,3793.79562,107.05475,1726.8432,0,3.16228
1337,6,5320.30697,1219.15713,106.62808,1906.1089,0,3.16228
1338,6,5306.84658,1490.67522,111.12485,1783.82293,0,3.16228
1339,6,5346.95226,2269.9223,108.42597,2539.64972,0,3.16228
1340,6,5300.27444,2682.096,109.0815,2456.92499,0,3.16228
1341,6,5313.64686,5888.05144,110.44127,2362.16467,0,3.16228
1342,6,5379.99004,5916.45112,113.47152,2608.13421,0,3.16228
1343,6,5475.68338,3800.13745,112.65317,2172.64751,0,3.16228
1344,6,5579.72219,982.59491,114.09968,1582.10263,0,3.16228
1345,6,5531.38361,922.16205,107.42461,2313.86262,0,3.16228
1346,6,5591.00355,1021.69333,107.07151,1465.92088,0,3.16228
1347,6,5561.2277,1110.71862,111.4802,1930.97783,0,3.16228
1348,6,5539.78938,2125.60624,107.81383,2760.53455,0,3.16228
1349,6,5665.15114,597.01858,110.98135,2440.35466,0,3.16228
1350,6,5608.99106,657.22897,111.29777,2030.0255,0,3.16228
1351,6,5626.45013,1043.50138,109.75917,2367.97371,0,3.16228
1352,6,5629.66652,1836.01869,106.75695,1466.45211,0,3.16228
1353,6,5619.28728,5189.30039,114.50999,1990.77902,0,3.16228
1354,6,5684.65762,6029.88395,110.77732,1428.38436,0,3.16228
1355,6,5786.03756,1687.45742,113.69742,1449.32151,0,3.16228
1356,6,5748.83138,1797.21682,107.27508,1141.04536,0,3.16228
1357,6,5726.44291,3313.07761,108.2759,1048.98741,0,3.16228
1358,6,5795.13496,4192.81285,109.68865,1461.80618,0,3.16228
1359,6,5708.61466,4426.04638,110.6965,2976.51681,0,3.16228
1360,6,5762.16645,5168.28429,114.32487,2536.78758,0,3.16228
1361,6,5788.85857,5822.39401,112.81612,2665.22054,0,3.16228
1362,6,5813.62563,2288.48855,114.6237,1087.48405,0,3.16228
1363,6,5945.53584,2827.5328,113.19412,2146.18925,0,3.16228
1364,6,5904.87819,5170.89278,107.42238,2044.42931,0,3.16228
1365,6,5976.34852,5929.84876,111.20975,2424.41186,0,3.16228
1366,6,5923.48831,6277.28164,107.28803,1026.45661,0,3.16228
1367,6,6145.64499,1830.34611,109.50353,2427.10521,0,3.16228
1368,6,6172.12077,2932.67913,113.25712,2562.72504,0,3.16228
1369,6,6117.69656,4054.44046,111.86906,1060.73239,0,3.16228
1370,6,6112.67394,6176.4692,111.28762,1136.00536,0,3.16228
1371,6,6249.5178,910.50264,108.38758,2627.07801,0,3.16228
1372,6,6318.13972,973.39331,112.32948,2730.49849,0,3.16228
1373,6,6397.43317,1969.21814,113.16511,1225.69413,0,3.16228
1374,6,6332.46649,3433.29264,106.25109,1662.17183,0,3.16228
1375,6,6371.73082,3828.7724,107.48781,1296.51141,0,3.16228
1376,7,74.69628,1635.39616,107.50564,2935.65408,0,3.16228
1377,7,43.62852,1891.68098,112.01945,2488.02328,0,3.16228
1378,7,16.14782,2092.44144,109.7766,1758.28776,0,3.16228
1379,7,72.23932,4110.26704,106.53507,1360.82571,0,3.16228
1380,7,117.03857,3132.3832,107.31851,1407.58387,0,3.16228
1381,7,198.04116,3190.41512,109.65122,1932.61505,0,3.16228
1382,7,177.59416,3523.83616,113.09867,1396.17376,0,3.16228
1383,7,157.72769,4519.59515,109.75528,1567.30184,0,3.16228
1384,7,279.73952,5622.34727,108.44931,2888.17156,0,3.16228
1385,7,290.86975,6276.67266,110.45037,2754.98882,0,3.16228
1386,7,301.03684,6184.38417,109.36503,2839.96392,0,3.16228
1387,7,495.20691,5696.94683,110.49704,1222.87442,0,3.16228
1388,7,553.26636,2056.94293,113.66741,2983.11452,0,3.16228
1389,7,579.13642,5483.75571,110.82538,1311.01776,0,3.16228
1390,7,564.39235,5795.26951,113.65096,1400.26585,0,3.16228
1391,7,571.13018,5917.90329,113.08753,2840.34322,0,3.16228
1392,7,592.40744,6020.78934,114.61249,2757.79076,0,3.16228
1393,7,681.13823,332.76406,109.10288,1901.45848,0,3.16228
1394,7,670.75418,3631.72942,106.64496,2529.47368,0,3.16228
1395,7,602.51747,4265.85189,113.83818,2179.31317,0,3.16228
1396,7,667.16661,4849.07638,106.81545,1885.58482,0,3.16228
1397,7,755.50724,765.68464,106.78281,2874.08532,0,3.16228
1398,7,789.88315,1252.56624,107.5215,2451.53084,0,3.16228
1399,7,731.26176,1657.30556,112.12735,1614.22281,0,3.16228
1400,7,776.411,4138.80314,109.90545,2454.69309,0,3.16228
1401,7,764.39692,4320.93504,114.38949,1078.3774,0,3.16228
1402,7,773.40077,4988.66842,107.54153,1911.37512,0,3.16228
1403,7,722.07405,6045.63756,110.27089,2043.08731,0,3.16228
1404,7,798.53474,6375.60057,112.93078,1642.01423,0,3.16228
1405,7,848.64738,4607.20391,108.10521,1321.52721,0,3.16228
1406,7,933.67923,4603.07981,111.62913,1964.82764,0,3.16228
1407,7,1059.2028,45.09054,111.30655,1575.05082,0,3.16228
1408,7,1095.6486,2066.58602,110.94951,1700.22873,0,3.16228
1409,7,1035.89134,3705.62342,110.50985,2639.36068,0,3.16228
1410,7,1170.36743,2101.96778,114.26444,2756.25622,0,3.16228
1411,7,1253.18094,790.15093,109.70132,2910.94292,0,3.16228
1412,7,1255.2345,700.41261,108.00661,2569.40497,0,3.16228
1413,7,1200.55412,6057.90236,108.75132,1259.28859,0,3.16228
1414,7,1310.45071,1351.98452,110.52274,1824.31289,0,3.16228
1415,7,1309.1868,2257.96517,112.8042,2741.23179,0,3.16228
1416,7,1340.29866,4160.94553,113.39913,2941.50802,0,3.16228
1417,7,1313.07725,5289.48602,107.66678,1013.55021,0,3.16228
1418,7,1483.04297,572.97855,107.51859,2681.53081,0,3.16228
1419,7,1414.65776,654.0606,109.74063,2104.0985,0,3.16228
1420,7,1471.40762,830.55012,111.95918,2293.77246,0,3.16228
1421,7,1434.00384,4787.98202,106.80119,2731.02112,0,3.16228
1422,7,1548.48143,4609.3472,109.14232,2037.47045,0,3.16228
1423,7,1675.74674,4391.88707,107.14056,1960.42102,0,3.16228
1424,7,1622.5706,5085.64405,110.52761,1238.40493,0,3.16228
1425,7,1609.4827,5340.96563,108.41473,1010.21288,0,3.16228
1426,7,1606.02875,5951.34448,106.46908,2576.72454,0,3.16228
1427,7,1661.44767,6155.69604,111.59408,2719.18521,0,3.16228
1428,7,1718.43696,4046.50097,113.7986,2236.19309,0,3.16228
1429,7,1770.0486,4260.24716,110.29458,2522.98164,0,3.16228
1430,7,1868.33575,4051.38268,114.48223,1346.17899,0,3.16228
1431,7,1864.15842,6257.80817,112.78802,1197.4432,0,3.16228
1432,7,1962.93031,822.54316,111.829,1605.06009,0,3.16228
1433,7,1970.47099,1080.79997,111.33546,1520.23626,0,3.16228
1434,7,1951.18786,2099.89112,113.43142,1959.95341,0,3.16228
1435,7,1937.66621,3706.63648,112.86997,2200.62658,0,3.16228
1436,7,1924.57292,4596.15223,106.52604,2494.83969,0,3.16228
1437,7,1962.38195,4741.22736,108.61866,1587.47665,0,3.16228
1438,7,1921.38704,5970.2825,107.89066,2355.07821,0,3.16228
1439,7,2010.70848,2452.12397,108.97227,2469.24897,0,3.16228
1440,7,2102.75188,354.37492,108.86984,1252.23856,0,3.16228
1441,7,2111.85226,1592.24185,110.30576,1720.64918,0,3.16228
1442,7,2194.72972,3718.46992,108.54929,2069.01829,0,3.16228
1443,7,2294.25391,356.44074,114.27794,1091.0942,0,3.16228
1444,7,2255.08954,403.11262,107.66799,2543.91191,0,3.16228
1445,7,2265.24204,585.99939,112.20812,2839.48317,0,3.16228
1446,7,2258.6503,504.07516,112.284,1760.66409,0,3.16228
1447,7,2262.72948,1645.59006,106.57611,1721.17898,0,3.16228
1448,7,2254.06621,3004.78833,107.10783,1331.32942,0,3.16228
1449,7,2269.73448,4947.79073,106.65357,2715.93169,0,3.16228
1450,7,2297.50666,5046.35366,112.96172,2053.43718,0,3.16228
1451,7,2227.48154,5373.30411,106.93373,2982.01446,0,3.16228
1452,7,2364.78258,369.01073,107.55274,1085.0893,0,3.16228
1453,7,2304.16983,1579.50382,106.71908,1035.32914,0,3.16228
1454,7,2419.65626,1094.33676,113.77274,1816.22789,0,3.16228
1455,7,2504.99531,3459.25194,114.16023,1088.87534,0,3.16228
1456,7,2521.35497,5193.38425,109.52481,2427.6889,0,3.16228
1457,7,2588.43691,5331.15866,107.26252,1147.14429,0,3.16228
1458,7,2598.31678,5995.46286,113.68755,1385.69276,0,3.16228
1459,7,2535.04563,6301.14838,108.19552,2900.95676,0,3.16228
1460,7,2690.25189,4727.45266,108.48341,1441.18897,0,3.16228
