"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]"
907,4,5176.47704,2812.46698,113.30936,2003.41933,50,4.47214
908,4,5101.71045,4256.15908,113.00065,2435.78681,50,4.47214
909,4,5156.33623,5201.49919,112.27402,2294.82857,50,4.47214
910,4,5299.32357,4000.05432,110.28801,2111.16655,50,4.47214
911,4,5292.87932,5982.04066,110.17059,2390.3298,50,4.47214
912,4,5394.24917,1120.60187,111.35429,2192.29023,50,4.47214
913,4,5385.57675,4249.20445,109.51654,2378.75804,50,4.47214
914,4,5317.21344,5230.78911,108.50114,2185.40137,50,4.47214
915,4,5384.94155,6393.56924,109.61478,2472.3887,50,4.47214
916,4,5416.71737,1372.07553,107.0161,2083.4602,50,4.47214
917,4,5420.81218,3114.60994,110.97854,2123.94613,50,4.47214
918,4,5408.39121,3400.03875,110.75348,2107.81692,50,4.47214
919,4,5476.05834,4634.33686,113.34679,2072.55052,50,4.47214
920,4,5464.72235,5561.58316,111.03798,2011.24901,50,4.47214
921,4,5435.20945,5923.92189,107.37426,2242.55902,50,4.47214
922,4,5549.20495,4669.82254,113.31011,2089.3974,50,4.47214
923,4,5595.40403,5794.01373,107.81772,2160.14402,50,4.47214
924,4,5569.61367,5831.92016,109.36145,2352.6724,50,4.47214
925,4,5666.42351,1359.55162,108.97743,2481.54414,50,4.47214
926,4,5671.63068,1516.97568,108.25117,2029.45265,50,4.47214
927,4,5672.33993,1917.8809,114.54319,2061.02309,50,4.47214
928,4,5626.58669,2998.315,108.9326,2373.15036,50,4.47214
929,4,5698.10415,6216.71783,110.6882,2270.86085,50,4.47214
930,4,5759.24354,1838.36462,112.78763,2328.30262,50,4.47214
931,4,5708.83033,3958.39512,107.11677,2458.47659,50,4.47214
932,4,5733.81204,5919.17224,114.03226,2148.3069,50,4.47214
933,4,5756.70347,6001.81771,108.7823,2183.22054,50,4.47214
934,4,5811.47764,336.30731,110.71167,2137.7442,50,4.47214
935,4,5815.90982,2440.55494,107.13441,2088.1325,50,4.47214
936,4,5871.61527,4971.19592,112.56387,2046.11066,50,4.47214
937,4,5850.14618,5062.13658,108.92911,2217.24655,50,4.47214
938,4,5809.71524,5343.79931,112.8925,2392.23402,50,4.47214
939,4,5968.99652,1849.69104,113.33355,2374.22471,50,4.47214
940,4,5980.48091,3123.32603,111.29233,2197.025,50,4.47214
941,4,5937.80468,4068.86513,109.36289,2126.0009,50,4.47214
942,4,6062.82624,406.07682,110.90889,2202.43097,50,4.47214
943,4,6097.57454,3543.24483,106.68305,2310.94776,50,4.47214
944,4,6078.11663,3992.69345,112.51606,2389.91107,50,4.47214
945,4,6016.84478,5030.53648,114.25159,2285.59608,50,4.47214
946,4,6037.34017,6023.9142,108.34709,2227.29034,50,4.47214
947,4,6115.97896,1607.22585,107.71303,2068.57649,50,4.47214
948,4,6175.16013,3932.81402,106.57342,2328.15895,50,4.47214
949,4,6184.80166,4583.85328,113.73111,2372.81076,50,4.47214
950,4,6155.57402,5210.25159,114.41234,2039.22604,50,4.47214
951,4,6163.4906,6198.58396,111.17583,2097.89495,50,4.47214
952,4,6297.08106,158.41319,110.86965,2364.93755,50,4.47214
953,4,6253.30544,1225.30319,108.49462,2274.42686,50,4.47214
954,4,6204.70254,2094.59074,112.73041,2145.75067,50,4.47214
955,4,6353.7519,2289.84329,108.82588,2119.74763,50,4.47214
956,4,6327.11077,4291.3685,107.00944,2019.07592,50,4.47214
957,4,6359.95921,4272.90336,109.27164,2149.30174,50,4.47214
958,4,6352.591,4686.55762,113.45215,2197.44033,50,4.47214
959,5,63.81259,3359.92999,112.73025,2145.75905,50,4.47214
960,5,44.64496,6173.58561,110.12565,2284.07388,50,4.47214
961,5,111.5607,973.37305,106.19276,2188.92359,50,4.47214
962,5,174.11337,2019.74164,111.1416,2116.49915,50,4.47214
963,5,155.37674,3571.25259,113.00788,2029.16395,50,4.47214
964,5,173.6277,4004.66756,110.53188,2413.84982,50,4.47214
965,5,179.7109,5035.6449,106.19384,2228.86048,50,4.47214
966,5,255.30731,924.50284,110.45542,2323.12264,50,4.47214
967,5,251.08508,2221.20124,109.64931,2420.73366,50,4.47214
968,5,228.20556,3744.64768,106.97998,2015.98138,50,4.47214
969,5,235.22411,3917.14767,110.68377,2036.9471,50,4.47214
970,5,230.05929,6307.21768,111.36605,2422.11529,50,4.47214
971,5,304.85449,1.40459,114.47434,2243.47941,50,4.47214
972,5,369.29203,1953.27733,109.4721,2400.11866,50,4.47214
973,5,440.39086,4448.43788,113.33371,2130.85151,50,4.47214
974,5,474.46789,5286.56835,109.41242,2416.18671,50,4.47214
975,5,488.89099,6147.39742,110.81787,2111.37916,50,4.47214
976,5,598.64459,849.49875,108.15374,2033.10106,50,4.47214
977,5,520.89797,1208.83597,113.60062,2262.16755,50,4.47214
978,5,500.2103,1850.78716,114.62549,2469.36581,50,4.47214
979,5,572.64092,3177.72597,106.71749,2386.30938,50,4.47214
980,5,617.14496,586.54464,106.64536,2225.36783,50,4.47214
981,5,618.40127,1330.67616,112.24878,2323.73501,50,4.47214
982,5,671.48132,5780.86811,108.83125,2202.29881,50,4.47214
983,5,667.73893,5804.90734,111.1553,2324.59571,50,4.47214
984,5,670.95735,6341.64949,106.67353,2413.73706,50,4.47214
985,5,771.30183,704.32061,107.52724,2263.90654,50,4.47214
986,5,771.48939,2151.49591,107.25159,2479.52788,50,4.47214
987,5,725.30448,3454.93068,110.44221,2066.61636,50,4.47214
988,5,744.47761,3538.38345,112.02288,2250.83918,50,4.47214
989,5,782.1995,3880.41321,111.15241,2282.84121,50,4.47214
990,5,831.54939,3413.27316,106.3486,2069.94913,50,4.47214
991,5,984.11202,1224.53343,107.23721,2222.64075,50,4.47214
992,5,948.18806,3775.67958,112.6615,2357.6481,50,4.47214
993,5,930.68324,5325.46306,108.31383,2423.7256,50,4.47214
994,5,1098.61399,2861.15384,109.99571,2045.2023,50,4.47214
995,5,1047.4898,3391.46388,109.74082,2338.91774,50,4.47214
996,5,1029.24105,5370.76972,108.02419,2426.91654,50,4.47214
997,5,1039.70258,5589.16431,114.46533,2322.22796,50,4.47214
998,5,1088.09542,5807.035,110.77879,2029.04954,50,4.47214
999,5,1108.0548,912.7796,110.87214,2266.63792,50,4.47214
1000,5,1171.88863,6211.49606,113.03833,2171.59751,50,4.47214
1001,5,1124.73472,6375.50431,113.29229,2402.19468,50,4.47214
1002,5,1245.64409,3632.57325,112.53048,2281.04077,50,4.47214
1003,5,1227.44985,3755.39984,111.02249,2148.05822,50,4.47214
1004,5,1394.59106,2958.01356,114.36977,2018.33194,50,4.47214
1005,5,1313.44537,6344.12187,110.95168,2332.77033,50,4.47214
1006,5,1479.10046,1365.74756,111.08067,2295.40349,50,4.47214
1007,5,1411.82539,5129.36542,107.65156,2258.88192,50,4.47214
1008,5,1566.31216,575.62849,111.64657,2327.1613,50,4.47214
1009,5,1595.76113,3293.60005,110.1689,2391.42195,50,4.47214
1010,5,1567.91731,3480.82848,111.0549,2163.06718,50,4.47214
1011,5,1590.83145,4666.86094,107.68245,2360.69466,50,4.47214
1012,5,1527.10863,6095.45554,108.22951,2105.81986,50,4.47214
1013,5,1686.8875,977.6106,110.84241,2072.54358,50,4.47214
1014,5,1648.34481,1497.99305,107.22396,2381.65495,50,4.47214
1015,5,1692.17028,2292.23974,113.13509,2172.86424,50,4.47214
1016,5,1645.5858,2652.94088,111.92036,2068.13011,50,4.47214
1017,5,1601.7809,3049.35725,109.05405,2174.46965,50,4.47214
1018,5,1630.38356,3280.95413,109.28683,2177.71573,50,4.47214
1019,5,1624.25285,3564.54962,108.37733,2022.22534,50,4.47214
1020,5,1661.4151,4497.80996,109.32675,2440.17933,50,4.47214
1021,5,1774.39909,1736.42431,107.89924,2396.18214,50,4.47214
1022,5,1737.3155,2784.22624,108.98803,2274.66745,50,4.47214
1023,5,1741.90926,3349.59684,110.92693,2489.29375,50,4.47214
1024,5,1769.22755,4817.65625,112.17164,2149.08527,50,4.47214
1025,5,1863.25828,2823.20948,114.53301,2460.50704,50,4.47214
1026,5,1895.34027,2928.94193,108.5218,2459.37648,50,4.47214
1027,5,1893.96519,3762.19937,112.21546,2095.2867,50,4.47214
1028,5,1838.65896,4279.77129,109.3991,2288.60795,50,4.47214
1029,5,1970.35486,3248.1097,113.93068,2044.99037,50,4.47214
1030,5,1913.63926,3474.14338,114.59772,2263.33129,50,4.47214
1031,5,1919.47296,4128.16551,108.96954,2376.61658,50,4.47214
1032,5,1936.48803,6327.19247,113.7736,2483.79068,50,4.47214
1033,5,2013.12653,694.39751,111.72352,2432.70879,50,4.47214
1034,5,2048.29358,2501.54023,109.45373,2024.73065,50,4.47214
1035,5,2062.07613,3179.7432,107.01237,2212.09896,50,4.47214
1036,5,2004.81845,5289.55949,109.94917,2353.47336,50,4.47214
1037,5,2032.31235,5681.47185,109.75866,2268.33015,50,4.47214
1038,5,2125.77501,243.60703,107.85286,2395.95842,50,4.47214
1039,5,2106.41043,2375.3885,107.87921,2118.34667,50,4.47214
1040,5,2159.84233,3376.5269,112.20509,2225.96361,50,4.47214
1041,5,2129.39205,5524.48597,113.73402,2398.797,50,4.47214
1042,5,2248.82264,760.31169,113.04269,2065.53271,50,4.47214
1043,5,2279.77556,3427.49324,112.35636,2042.35787,50,4.47214
1044,5,2202.68632,3644.123,107.36772,2041.07895,50,4.47214
1045,5,2246.74307,3904.03798,112.00874,2119.585,50,4.47214
1046,5,2383.66454,1268.12929,106.77817,2311.58419,50,4.47214
1047,5,2395.83814,6127.62564,106.40457,2494.44171,50,4.47214
1048,5,2317.82199,6154.949,114.37488,2244.22662,50,4.47214
1049,5,2421.54392,469.84562,112.38997,2201.50645,50,4.47214
1050,5,2453.65726,521.22433,107.69936,2381.43865,50,4.47214
1051,5,2456.09821,2002.76928,107.63065,2337.46497,50,4.47214
1052,5,2447.4845,2918.68444,110.08252,2376.72845,50,4.47214
1053,5,2491.97618,5135.80619,112.75542,2248.19018,50,4.47214
1054,5,2491.27664,5709.84078,108.32146,2435.48762,50,4.47214
1055,5,2476.16298,6094.48656,109.05489,2092.45945,50,4.47214
1056,5,2550.85962,828.71037,111.21345,2485.66786,50,4.47214
1057,5,2564.50614,2082.76994,108.97262,2494.62858,50,4.47214
1058,5,2514.65826,2260.94373,114.26847,2291.0215,50,4.47214
1059,5,2553.36881,2512.17327,108.51613,2012.6568,50,4.47214
1060,5,2526.4512,2810.81259,106.79565,2442.34628,50,4.47214
1061,5,2567.34955,3295.25394,109.26192,2338.62542,50,4.47214
1062,5,2586.29599,3228.34857,111.50173,2219.67853,50,4.47214
1063,5,2573.95587,4373.83784,111.18535,2096.72346,50,4.47214
1064,5,2553.49568,5859.1592,110.73035,2412.02322,50,4.47214
1065,5,2631.62846,693.81396,114.44007,2016.42782,50,4.47214
1066,5,2670.25954,762.68565,113.61838,2269.78535,50,4.47214
1067,5,2672.38401,1860.73451,106.64204,2458.92292,50,4.47214
1068,5,2656.843,1982.04861,113.32705,2334.84177,50,4.47214
1069,5,2611.58697,2078.73741,109.00014,2159.53805,50,4.47214
1070,5,2641.93716,3365.28062,111.68962,2493.03539,50,4.47214
1071,5,2759.00505,539.81652,113.71114,2337.21864,50,4.47214
1072,5,2877.36021,164.50673,111.48563,2005.92082,50,4.47214
1073,5,2855.90838,2195.36886,112.79983,2249.67112,50,4.47214
1074,5,2889.38346,2328.15299,111.3698,2219.29406,50,4.47214
1075,5,2819.25838,3996.46501,109.27651,2315.73124,50,4.47214
1076,5,2866.28943,5579.28922,109.11988,2391.75771,50,4.47214
1077,5,3058.8462,1330.59488,108.03289,2152.84739,50,4.47214
1078,5,3066.36148,2392.7762,110.21884,2026.25228,50,4.47214
1079,5,3067.71967,3946.08394,111.00291,2156.83887,50,4.47214
1080,5,3025.33727,4240.14761,113.34061,2374.8232,50,4.47214
1081,5,3119.30791,95.95331,113.3581,2134.06024,50,4.47214
1082,5,3191.39919,483.38908,110.24033,2432.95476,50,4.47214
1083,5,3111.09054,2655.44598,109.59137,2037.809,50,4.47214
1084,5,3110.40084,3141.65611,109.92274,2282.61244,50,4.47214
1085,5,3117.27521,4001.88244,108.3052,2410.76093,50,4.47214
1086,5,3164.30044,5096.79936,108.74966,2384.04229,50,4.47214
1087,5,3220.80908,4788.4845,107.07771,2161.08235,50,4.47214
1088,5,3374.48433,909.14328,109.21121,2101.21254,50,4.47214
1089,5,3309.72264,6370.13883,108.51625,2107.47635,50,4.47214
1090,5,3435.22045,3117.07252,114.51715,2213.11973,50,4.47214
1091,5,3492.69057,4513.26771,113.65789,2391.20675,50,4.47214
1092,5,3407.92467,5063.88935,106.25774,2234.95313,50,4.47214
1093,5,3402.38338,5259.26586,112.74999,2053.28036,50,4.47214
1094,5,3403.70749,6022.05751,111.84014,2243.24111,50,4.47214
1095,5,3523.75229,280.83969,106.47035,2366.93654,50,4.47214
1096,5,3508.30801,214.23869,108.88953,2197.25274,50,4.47214
1097,5,3519.28187,1774.01964,109.25347,2036.69223,50,4.47214
1098,5,3659.68089,53.24916,106.62362,2207.83436,50,4.47214
1099,5,3650.98302,2092.37403,110.66943,2300.37752,50,4.47214
1100,5,3622.99515,4110.42017,109.85286,2325.21637,50,4.47214
1101,5,3723.9596,134.06132,108.42414,2181.4485,50,4.47214
1102,5,3710.76076,3805.59626,107.86092,2105.43008,50,4.47214
1103,5,3717.08425,4111.7862,106.98502,2415.9861,50,4.47214
1104,5,3904.25851,1133.98754,110.93744,2359.37108,50,4.47214
1105,5,3943.97243,2027.5091,109.09467,2370.29901,50,4.47214
1106,5,3936.52904,2315.06744,112.1804,2492.73921,50,4.47214
1107,5,3966.89229,6357.70421,108.65125,2250.1335,50,4.47214
1108,5,4094.31262,501.19175,108.88615,2243.85116,50,4.47214
1109,5,4051.46884,3144.28222,110.53978,2186.47624,50,4.47214
1110,5,4139.65142,1941.20827,109.23931,2319.13499,50,4.47214
1111,5,4105.39142,1964.28464,110.20297,2090.97376,50,4.47214
1112,5,4299.33704,2094.32266,112.34602,2371.87055,50,4.47214
1113,5,4344.41114,2195.00302,113.87927,2228.79421,50,4.47214
1114,5,4342.24212,2466.40982,109.30122,2140.76307,50,4.47214
1115,5,4401.90298,3.0302,110.86443,2422.10916,50,4.47214
1116,5,4475.47498,690.90841,108.72825,2043.78541,50,4.47214
1117,5,4456.17748,931.28222,110.25643,2101.96795,50,4.47214
1118,5,4409.18613,1281.80158,112.04006,2189.86393,50,4.47214
1119,5,4408.88174,2012.65124,114.1835,2020.74942,50,4.47214
1120,5,4552.47339,30.73971,113.11686,2063.6353,50,4.47214
1121,5,4550.97536,1735.59703,107.68747,2387.78195,50,4.47214
1122,5,4553.88207,2121.32122,112.35159,2362.10112,50,4.47214
1123,5,4597.81603,3918.36214,109.31872,2073.30482,50,4.47214
1124,5,4555.44143,4911.47005,114.29974,2481.65737,50,4.47214
1125,5,4570.7756,6345.41204,114.52105,2323.92749,50,4.47214
1126,5,4643.08422,64.32391,112.16424,2303.94808,50,4.47214
1127,5,4691.92723,1803.70941,112.69031,2438.51311,50,4.47214
1128,5,4642.30413,5495.1526,106.33846,2186.36555,50,4.47214
1129,5,4725.5258,20.55044,107.47137,2456.92945,50,4.47214
1130,5,4741.37911,3035.58815,110.02585,2097.39518,50,4.47214
1131,5,4756.62898,3008.33075,108.31086,2121.50173,50,4.47214
1132,5,4784.99755,3618.67812,114.28461,2390.93558,50,4.47214
1133,5,4799.10656,4170.56089,107.94148,2453.2479,50,4.47214
1134,5,4867.46678,5412.71645,107.19619,2156.37551,50,4.47214
1135,5,4861.60073,6009.83794,106.56583,2384.983,50,4.47214
1136,5,4832.7234,6216.63978,110.24249,2374.05728,50,4.47214
1137,5,4998.64846,379.11227,108.67279,2177.40656,50,4.47214
1138,5,4935.47451,1293.56459,110.79858,2397.27953,50,4.47214
1139,5,4934.2302,1463.35851,113.26061,2199.13107,50,4.47214
1140,5,4951.34694,2488.05655,109.94016,2419.00179,50,4.47214
1141,5,4990.42792,3888.4426,113.57838,2140.52729,50,4.47214
1142,5,4994.05985,5774.83863,110.02394,2070.72527,50,4.47214
1143,5,5096.49374,2876.99375,111.48655,2026.60378,50,4.47214
1144,5,5045.73237,3022.44857,106.30698,2387.90492,50,4.47214
1145,5,5093.37784,4025.35421,111.67161,2106.77204,50,4.47214
1146,5,5008.97463,5911.77088,106.61165,2359.75786,50,4.47214
1147,5,5088.19029,6380.81031,108.18386,2026.58486,50,4.47214
1148,5,5144.61749,124.04231,109.73309,2349.98995,50,4.47214
1149,5,5102.3601,1159.96496,114.23174,2327.14626,50,4.47214
1150,5,5216.51511,1385.30172,106.78208,2034.48515,50,4.47214
1151,5,5348.78488,5341.28118,112.35567,2107.54524,50,4.47214
1152,5,5343.87851,6233.52882,109.52464,2011.49796,50,4.47214
1153,5,5497.84118,2994.01114,113.31488,2419.37175,50,4.47214
1154,5,5487.10878,3544.93937,107.81039,2072.8888,50,4.47214
1155,5,5445.37071,3634.92387,111.66297,2138.18574,50,4.47214
1156,5,5444.4518,5742.21258,109.76801,2250.29632,50,4.47214
1157,5,5537.82443,670.9165,111.95973,2309.52473,50,4.47214
1158,5,5527.49341,1405.74426,110.25892,2085.05497,50,4.47214
1159,5,5522.38077,1672.62027,108.80051,2084.34619,50,4.47214
1160,5,5538.30991,1690.416,112.95437,2280.56515,50,4.47214
1161,5,5572.00251,2262.20933,113.4978,2159.51738,50,4.47214
1162,5,5513.94671,2799.67612,114.08488,2174.2584,50,4.47214
1163,5,5581.73625,2806.84626,112.18347,2289.47758,50,4.47214
1164,5,5565.4962,3080.03361,113.7204,2306.16064,50,4.47214
1165,5,5614.57242,1262.2522,111.62184,2233.13264,50,4.47214
1166,5,5691.00696,2298.36551,113.72919,2433.27686,50,4.47214
1167,5,5600.55646,4370.92125,111.02306,2192.16088,50,4.47214
1168,5,5792.07945,4084.73194,106.55798,2269.63485,50,4.47214
1169,5,5887.61804,1500.54288,112.27703,2025.04536,50,4.47214
1170,5,5861.70056,1807.23314,112.55291,2419.66121,50,4.47214
1171,5,5819.85635,2096.36253,112.40791,2313.53505,50,4.47214
1172,5,5842.21331,3113.93999,112.44646,2106.4611,50,4.47214
1173,5,5846.52319,3297.62671,112.98479,2379.93036,50,4.47214
1174,5,5838.62115,4863.2744,106.91037,2491.03871,50,4.47214
1175,5,5814.1062,5000.74712,113.7861,2145.2418,50,4.47214
1176,5,5883.36073,5530.21227,112.80256,2460.42257,50,4.47214
1177,5,5863.57595,5541.19618,110.88917,2310.83745,50,4.47214
1178,5,5926.72151,2635.84226,107.95342,2405.42129,50,4.47214
1179,5,5930.20151,2798.74276,108.53614,2325.64514,50,4.47214
1180,5,5994.33873,4759.68748,111.01062,2155.83971,50,4.47214
1181,5,5937.23851,6275.70006,109.66234,2145.14863,50,4.47214
1182,5,6049.88583,296.44729,112.28337,2009.11248,50,4.47214
1183,5,6016.58232,1099.72643,106.98758,2194.31721,50,4.47214
1184,5,6046.27586,1138.59241,112.54638,2366.23102,50,4.47214
1185,5,6014.87267,1363.17688,113.28627,2409.37291,50,4.47214
1186,5,6048.08495,4601.70421,112.27018,2153.61476,50,4.47214
1187,5,6097.21003,5234.2949,112.73396,2178.04532,50,4.47214
1188,5,6109.07689,2303.44168,107.24971,2340.7816,50,4.47214
1189,5,6103.90538,2595.30012,114.50121,2231.06297,50,4.47214
1190,5,6148.49139,5140.92004,108.87041,2308.07309,50,4.47214
1191,5,6192.91032,5612.03395,114.39194,2226.55427,50,4.47214
1192,5,6241.36801,3404.1298,110.99791,2048.97507,50,4.47214
1193,5,6284.91601,3769.03867,110.39023,2316.19653,50,4.47214
1194,5,6246.65207,5119.21153,106.90875,2132.35805,50,4.47214
1195,5,6365.91594,344.15098,109.72481,2270.50735,50,4.47214
1196,5,6303.33454,1480.97168,110.83114,2357.90865,50,4.47214
1197,5,6301.93225,1877.60089,108.56142,2395.50021,50,4.47214
1198,5,6394.88634,2772.69907,114.43985,2259.05865,50,4.47214
1199,5,6362.32846,5557.83568,114.44645,2300.76606,50,4.47214
1200,5,6397.31942,6233.60856,108.85484,2475.98512,50,4.47214
1201,6,65.42136,2807.26301,107.18149,2173.5039,50,4.47214
1202,6,77.81543,2819.25377,111.00378,2126.14072,50,4.47214
1203,6,81.17315,4379.095,108.44751,2073.75938,50,4.47214
1204,6,101.51103,2410.60582,112.82997,2426.18313,50,4.47214
1205,6,187.42754,2613.01636,107.50423,2481.89488,50,4.47214
1206,6,123.94846,4621.0677,108.20706,2255.33842,50,4.47214
1207,6,189.38264,5942.80253,110.37855,2259.14455,50,4.47214
1208,6,248.82096,2274.54943,106.55643,2153.24975,50,4.47214
1209,6,382.77194,133.07257,114.07874,2299.93594,50,4.47214
1210,6,386.33673,1462.65699,111.88415,2007.39387,50,4.47214
1211,6,352.34861,3102.51309,114.1669,2492.01445,50,4.47214
1212,6,386.22385,5671.94447,110.17707,2209.96963,50,4.47214
1213,6,447.03109,734.14339,112.76208,2104.88196,50,4.47214
1214,6,457.19608,1310.31434,111.92851,2459.78809,50,4.47214
1215,6,431.65861,2986.49616,106.27098,2167.35946,50,4.47214
1216,6,466.14989,4209.30255,113.84428,2075.43554,50,4.47214
1217,6,461.65678,4606.67223,109.2126,2102.55305,50,4.47214
1218,6,428.844,5739.60198,111.05855,2313.64343,50,4.47214
1219,6,545.21118,592.17027,113.43897,2364.82809,50,4.47214
1220,6,566.93625,2474.89212,107.24803,2425.54638,50,4.47214
1221,6,537.51585,3883.66582,106.67613,2047.65184,50,4.47214
1222,6,536.08555,4836.86069,110.96604,2393.93532,50,4.47214
1223,6,634.4077,1932.65769,113.98668,2199.65331,50,4.47214
1224,6,708.19623,3589.04648,107.43478,2378.71361,50,4.47214
1225,6,765.85694,5434.80742,113.15713,2477.19769,50,4.47214
1226,6,884.71841,1532.42054,112.64094,2094.42245,50,4.47214
1227,6,829.18911,3367.40893,110.25573,2384.54162,50,4.47214
1228,6,887.24829,3591.02889,112.72743,2259.93339,50,4.47214
1229,6,811.75502,5799.89254,106.70826,2124.67545,50,4.47214
1230,6,825.80825,5821.67753,113.44227,2426.2444,50,4.47214
1231,6,933.92051,1150.66453,112.0779,2246.65412,50,4.47214
1232,6,1087.58944,1184.0645,109.90885,2187.72572,50,4.47214
1233,6,1049.75972,1245.47558,113.36267,2231.70236,50,4.47214
1234,6,1021.11896,2472.13902,109.43605,2126.65307,50,4.47214
1235,6,1056.8786,3065.75183,113.50168,2385.68618,50,4.47214
1236,6,1026.38201,4112.60925,109.60417,2241.52029,50,4.47214
1237,6,1041.04703,4878.88167,108.23614,2061.72698,50,4.47214
1238,6,1108.22113,424.61634,113.67892,2077.1541,50,4.47214
1239,6,1157.48715,1027.21173,110.85384,2013.86664,50,4.47214
1240,6,1175.80513,1432.21152,111.74964,2393.54831,50,4.47214
1241,6,1120.58239,4138.83221,111.70617,2360.70503,50,4.47214
1242,6,1102.66027,4561.07348,107.92544,2098.63469,50,4.47214
1243,6,1103.77407,5976.87162,108.42453,2376.73651,50,4.47214
1244,6,1211.66011,482.21262,113.90651,2253.88472,50,4.47214
1245,6,1221.02996,1769.19484,111.811,2181.83619,50,4.47214
1246,6,1286.56632,5838.68097,109.27336,2436.69591,50,4.47214
1247,6,1376.45219,608.24922,111.31013,2218.2961,50,4.47214
1248,6,1349.01644,637.6539,108.45143,2148.62922,50,4.47214
1249,6,1309.91546,1292.80757,114.16379,2269.37017,50,4.47214
1250,6,1371.10106,1519.86213,112.95518,2139.3058,50,4.47214
1251,6,1389.64193,5091.27848,108.07308,2399.78534,50,4.47214
1252,6,1589.28034,82.00735,113.51362,2363.50462,50,4.47214
1253,6,1571.61115,872.95627,113.55139,2432.99148,50,4.47214
1254,6,1509.63372,1038.66533,113.13148,2127.18426,50,4.47214
1255,6,1509.82784,1069.89703,114.31407,2202.90967,50,4.47214
1256,6,1562.20189,1696.6239,114.38444,2435.97698,50,4.47214
1257,6,1549.61609,3122.40344,113.84009,2478.90888,50,4.47214
1258,6,1580.77007,3479.60308,112.12482,2165.46372,50,4.47214
1259,6,1545.9974,3540.61626,106.92144,2437.91491,50,4.47214
1260,6,1584.12279,6048.43695,111.1031,2215.57289,50,4.47214
1261,6,1634.97076,968.59123,106.92188,2016.50358,50,4.47214
1262,6,1659.3754,1554.84681,113.84931,2027.59928,50,4.47214
1263,6,1602.41528,1852.20644,106.60774,2172.90333,50,4.47214
1264,6,1703.31636,556.26463,109.98488,2198.35413,50,4.47214
1265,6,1764.30618,1420.00786,113.1802,2392.81088,50,4.47214
1266,6,1710.316,2515.26009,111.09469,2126.44362,50,4.47214
1267,6,1739.69977,3410.79198,109.34294,2412.72205,50,4.47214
1268,6,1748.75819,5745.15469,112.55982,2487.33203,50,4.47214
1269,6,1852.20945,2557.19723,107.31911,2119.86779,50,4.47214
1270,6,1837.5531,4163.80098,107.77249,2314.27023,50,4.47214
1271,6,1937.68079,2029.31371,109.35112,2484.3014,50,4.47214
1272,6,1973.18939,3011.50586,114.56976,2245.10273,50,4.47214
1273,6,1936.09296,3061.85309,113.63637,2411.07818,50,4.47214
1274,6,1900.30516,3071.9671,111.17487,2224.97103,50,4.47214
1275,6,1914.83925,3187.91215,107.31622,2148.3931,50,4.47214
1276,6,1941.24879,3307.20191,113.85854,2227.09605,50,4.47214
1277,6,1938.83101,3484.17039,112.53129,2199.44259,50,4.47214
1278,6,1949.20867,4211.92503,113.04902,2441.32308,50,4.47214
1279,6,1918.8494,5706.94945,114.14307,2068.63283,50,4.47214
1280,6,2014.70719,1823.17841,110.54162,2031.84366,50,4.47214
1281,6,2036.33841,1879.18428,106.80331,2489.36886,50,4.47214
1282,6,2042.05877,3039.75791,112.49358,2174.76167,50,4.47214
1283,6,2027.01255,4682.3545,109.11644,2295.70489,50,4.47214
1284,6,2088.19837,5768.38347,111.9007,2199.16648,50,4.47214
1285,6,2042.50413,5963.46577,107.80208,2127.32879,50,4.47214
1286,6,2175.40396,266.19156,112.61551,2408.33976,50,4.47214
1287,6,2115.74452,2114.97657,110.46334,2054.76235,50,4.47214
1288,6,2107.19119,3631.2089,112.81275,2207.85161,50,4.47214
1289,6,2162.77043,5528.10688,112.21766,2371.37243,50,4.47214
1290,6,2106.40835,6277.73001,110.11906,2489.1383,50,4.47214
1291,6,2207.40595,4865.98341,114.64354,2438.39766,50,4.47214
1292,6,2217.83675,5259.47954,111.62586,2236.3561,50,4.47214
1293,6,2228.28848,5703.03234,112.44867,2493.08354,50,4.47214
1294,6,2290.97844,6060.70722,106.64449,2328.38772,50,4.47214
1295,6,2326.21812,430.52291,108.49133,2402.37351,50,4.47214
1296,6,2363.39635,4361.63162,111.19762,2074.83186,50,4.47214
1297,6,2416.5204,3083.7491,112.72864,2152.64667,50,4.47214
1298,6,2414.43875,6349.93789,111.29035,2107.28049,50,4.47214
1299,6,2521.55134,37.04795,110.64118,2022.55696,50,4.47214
1300,6,2568.45037,707.62662,108.6741,2315.5793,50,4.47214
1301,6,2573.25963,2846.67332,111.17798,2255.00839,50,4.47214
1302,6,2560.5836,3124.14303,111.76441,2074.24453,50,4.47214
1303,6,2567.90375,4471.34614,109.54651,2218.33498,50,4.47214
1304,6,2580.71828,5568.19901,113.85249,2403.42927,50,4.47214
1305,6,2511.4105,5996.97823,109.27871,2109.70544,50,4.47214
1306,6,2543.12591,6287.25347,109.9991,2266.5839,50,4.47214
1307,6,2558.83918,6339.13029,112.47635,2456.51726,50,4.47214
1308,6,2619.47739,384.20045,106.93872,2099.11787,50,4.47214
1309,6,2627.10196,888.3021,110.86935,2093.55837,50,4.47214
1310,6,2672.09258,3663.79563,107.369,2493.2578,50,4.47214
1311,6,2664.26293,3731.80923,110.87378,2003.21078,50,4.47214
